AVG	SEARCHED
13.5	_EPS_0.056_Samp_39
13.25	_EPS_0.056_Samp_41
13.0	_EPS_0.056_Samp_43
12.75	_EPS_0.056_Samp_45
12.75	_EPS_0.056_Samp_47
12.75	_EPS_0.056_Samp_49
12.5	_EPS_0.056_Samp_51
12.25	_EPS_0.056_Samp_53
12.5	_EPS_0.056_Samp_55
12.5	_EPS_0.056_Samp_57
12.25	_EPS_0.056_Samp_59
12.0	_EPS_0.056_Samp_61
11.75	_EPS_0.056_Samp_63
11.5	_EPS_0.056_Samp_65
11.5	_EPS_0.056_Samp_67
10.75	_EPS_0.056_Samp_69
10.75	_EPS_0.056_Samp_71
10.75	_EPS_0.056_Samp_73
10.75	_EPS_0.056_Samp_75
11.0	_EPS_0.056_Samp_77
11.0	_EPS_0.056_Samp_79
11.0	_EPS_0.056_Samp_81
10.75	_EPS_0.056_Samp_83
10.75	_EPS_0.056_Samp_85
10.75	_EPS_0.056_Samp_87
11.0	_EPS_0.056_Samp_89
10.75	_EPS_0.056_Samp_91
10.75	_EPS_0.056_Samp_93
10.75	_EPS_0.056_Samp_95
10.25	_EPS_0.056_Samp_97
10.25	_EPS_0.056_Samp_99
10.0	_EPS_0.056_Samp_101
9.75	_EPS_0.056_Samp_103
9.5	_EPS_0.056_Samp_105
9.5	_EPS_0.056_Samp_107
9.5	_EPS_0.056_Samp_109
9.5	_EPS_0.056_Samp_111
9.5	_EPS_0.056_Samp_113
9.0	_EPS_0.056_Samp_115
9.5	_EPS_0.056_Samp_117
9.0	_EPS_0.056_Samp_119
9.0	_EPS_0.056_Samp_121
9.0	_EPS_0.056_Samp_123
9.0	_EPS_0.056_Samp_125
9.0	_EPS_0.056_Samp_127
9.0	_EPS_0.056_Samp_129
9.25	_EPS_0.056_Samp_131
9.25	_EPS_0.056_Samp_133
9.25	_EPS_0.056_Samp_135
9.0	_EPS_0.056_Samp_137
9.0	_EPS_0.056_Samp_139
9.25	_EPS_0.056_Samp_141
9.25	_EPS_0.056_Samp_143
9.25	_EPS_0.056_Samp_145
8.75	_EPS_0.056_Samp_147
8.75	_EPS_0.056_Samp_149
8.75	_EPS_0.056_Samp_151
8.5	_EPS_0.056_Samp_153
8.5	_EPS_0.056_Samp_155
8.5	_EPS_0.056_Samp_157
8.5	_EPS_0.056_Samp_159
8.5	_EPS_0.056_Samp_161
